Unnamed: 0,id_realEstates,isNew,realEstate_name,phone_realEstate,url_inmueble,rooms,bathrooms,surface,price,date,description,address,country,level1,level2,level3,level4,level5,level6,level7,level8,upperLevel,countryId,level1Id,level2Id,level3Id,level4Id,level5Id,level6Id,level7Id,level8Id,accuracy,latitude,longitude,zipCode,customZone,pps
220,153971366,False,hogalia city,911224637.0,https://www.fotocasa.es/es/comprar/vivienda/san-martin-de-la-vega/calefaccion-zona-comunitaria-ascensor-piscina/152526148/d,3.0,1.0,78.0,163670,2019-12-28T18:40:43.333987Z,"HOGALIA ofrece BONITO Y AMPLIO PISO en URBANIZACIÓN PARQUE MIRAFLORES, en Fuenlabrada. Está en muy buen estado, cuenta con 78 m2 distribuidos en 3 HABITACIONES con armarios empotrados de varias puertas, BAÑO completo con plato de ducha reciente, cocina independiente amueblada y luminoso salón con acceso al balcón. Tiene suelo de gres y calefacción individual mediante radiadores. Se trata de una urbanización privada con ascensor, PISCINA COMUNITARIA, zonas verdes y ZONAS DEPORTIVAS.  
Fácil acceso a la M-506, a 3 km del centro de Móstoles, a 3 km de Loranca a 5 de Fuenlabrada. 
NO COBRAMOS HONORARIOS. 
 
Especialistas en venta y alquiler de viviendas 
Soluciones a su medida 
Encuentra más en http hogaliasoluciones","Miraflores, Fuenlabrada",España,Madrid,Madrid,Zona Sur de Madrid,"Fuenlabrada, Zona de",Fuenlabrada,,Loranca,,Loranca,0,0,0,0,0,0,0,0,0,0,"40,3152529585","-3,8365174323",,,2098.3333333333335
231,153864250,False,dalia nuevo milenio,911368551.0,https://www.fotocasa.es/es/comprar/vivienda/san-martin-de-la-vega/calefaccion-zona-comunitaria-ascensor-piscina/152526148/d,2.0,2.0,95.0,179990,2019-12-28T18:40:43.333987Z,"Vivienda situada próxima al Parque la Solidaridad, con fácil acceso a M-506, Hospital, colegios públicos y privados, zona comercial. Dispone de recinto cerrado, conserje, video-cámara. 
Características: Aire Acondicionado en toda la vivienda por conductos, calefacción individual, suelo tarima, pintura lisa, comunidad 100 euros. Trastero, garaje,  opcional 10.000 euros.  PARA ENTRAR A VIVIR SIN SORPRESAS",Fuenlabrada,España,Madrid,Madrid,Zona Sur de Madrid,"Fuenlabrada, Zona de",Fuenlabrada,,Fuenlabrada II - El Molino,,Fuenlabrada II - El Molino,0,0,0,0,0,0,0,0,0,0,"40,2921796","-3,815865",,,1894.6315789473683
233,152842726,False,aljada inmobiliaria,916355578.0,https://www.fotocasa.es/es/comprar/vivienda/san-martin-de-la-vega/calefaccion-zona-comunitaria-ascensor-piscina/152526148/d,3.0,1.0,65.0,137400,2019-12-28T18:40:43.333987Z,"Vivienda de 3 dormitorios, totalmente reformada, cocina y baño amueblado, suelos cerámicos en cocina amueblada y baño con plato de ducha y mampara, resto de vivienda de parquet, Calefacción por acumuladores de calor, Aire acondicionado en dormitorio y salón comedor, terraza de 4 metros, al lado del Ayuntamiento de Getafe y estación renfe de cercanías. y metrosur . Plaza de garaje opcional.","Calle Brunete, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,Centro,,Centro,0,0,0,0,0,0,0,0,0,0,"40,3060558","-3,7346649",,,2113.846153846154
234,152842686,False,aljada inmobiliaria,916355578.0,https://www.fotocasa.es/es/comprar/vivienda/san-martin-de-la-vega/calefaccion-zona-comunitaria-ascensor-piscina/152526148/d,3.0,1.0,83.0,135500,2019-12-28T18:40:43.333987Z,"Vivienda de 3 dormitorios amplios, con ascensor y amplia terraza privada, cocina amueblada, aire acondicionado en salón comedor, ventanas de aluminio, baño totalmente reformado con plato de ducha, al lado de estación de metrosur y autobuses.","Calle Aguila, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,La Alhóndiga,,La Alhóndiga,0,0,0,0,0,0,0,0,0,0,"40,3035689","-3,7381336",,,1632.5301204819277
237,153367746,False,vertica inmobiliaria,912668409.0,https://www.fotocasa.es/es/comprar/vivienda/san-martin-de-la-vega/calefaccion-zona-comunitaria-ascensor-piscina/152526148/d,3.0,2.0,100.0,165389,2019-12-28T18:40:43.333987Z,"LORANCA. Excelente vivienda en el barrio Loranca de Fuenlabrada, muy cerca de zona comercial y del metro. Piso de 3 grandes habitaciones, 2 baños, uno de ellos con plato de ducha, salón de paso, cocina independiente, tarima flotante, puerta blindada, ventanas de aluminio climalit y  garaje. Para entrar a vivir. Mejor ver!! Ref. 48",Fuenlabrada,España,Madrid,Madrid,Zona Sur de Madrid,"Fuenlabrada, Zona de",Fuenlabrada,,Loranca,,Loranca,0,0,0,0,0,0,0,0,0,0,"40,29224","-3,83833",,,1653.89
270,153861480,False,whan house consulting,925630418.0,https://www.fotocasa.es/es/comprar/vivienda/villalbilla/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina-piscina/150797261/d,3.0,1.0,62.0,99900,2019-12-28T18:42:33.4321607Z,"Wang House Consulting VENDE EXCLUSIVA vivienda para reformar ubicada en Getafe (Madrid), piso en planta cuarta, compuesto por 3 dormitorios, salón independiente, cocina y baño. Ascensor comunitario en proyecto. 
La vivienda está ubicada en la zona centro, cerca de todo tipo de comercios y supermercados. 
Vivienda muy bien comunicada por transporte público. 
Excelente ubicación 
POSIBILIDAD DE FINANCIACIÓN 100% 
ESTUDIO FINANCIERO GRATUITO 
SERVICIO DE REFORMISTAS E INTERIORISTAS 
可以100%贷款 
免费融资咨询 
室内设计和装修服务 
Somos especialistas en la intermediación con clientes de origen chino. 
Hágalo más fácil, confíe en Wang House Consulting 
Encuentra más en http whconsulting 我们有专业的华人中介为你提供咨询 
信任王家房产，方便又快速。",Getafe,España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,Centro,,Centro,0,0,0,0,0,0,0,0,0,0,"40,3068987","-3,725108",,,1611.2903225806451
273,153936099,False,inmobiliaria nuevo leganes,918007516.0,https://www.fotocasa.es/es/comprar/vivienda/villalbilla/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina-piscina/150797261/d,3.0,2.0,95.0,258000,2019-12-28T18:42:33.4321607Z,"OPORTUNIDAD DE 3 DORMITORIOS , SALON , COCINA , 2 BAÑO , 3 DORMITORIOS, TERRAZA.",Leganés,España,Madrid,Madrid,Zona Sur de Madrid,"Leganés, Zona de",Leganés,,Valdepelayo - Montepinos - Arroyo Culebro,,Valdepelayo - Montepinos - Arroyo Culebro,0,0,0,0,0,0,0,0,0,0,"40,3142811864376","-3,79168641356237",,,2715.7894736842104
327,153902368,False,aliseda servicios de gestion inmobiliaria,911368141.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor/152728858/d,3.0,1.0,78.0,138000,2019-12-28T18:47:06.7011382Z,"Piso en Fuenlabrada, Madrid. Dispone de una superficie de 78 m² distribuidos en 3 habitaciones con armarios empotrados, un luminoso salón-comedor, cocina amueblada y 1 baño con plato de ducha. Finca con ascensor. Cerca de comercios, centros educativos, farmacias, supermercados, restaurantes, zonas verdes y paradas de autobús. Con acceso a la M-506 y la M-50.","Urbanización Urbanización Parque Miraflores, 51, Fuenlabrada",España,Madrid,Madrid,Zona Sur de Madrid,"Fuenlabrada, Zona de",Fuenlabrada,,Loranca,,Loranca,0,0,0,0,0,0,0,0,0,1,"40,31381","-3,83733",,,1769.2307692307693
329,153902131,False,aliseda servicios de gestion inmobiliaria,911368141.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor/152728858/d,4.0,3.0,249.0,390004,2019-12-28T18:47:06.7011382Z,"Casa en Leganés, Madrid. Dispone de una superficie de 249 m² distribuidos en 4 habitaciones con parqué y armarios empotrados, salón-comedor, cocina con lavadero y 3 baños. Finca con patio y garaje ubicada a pocos minutos del parque Frailes. A su alrededor hay un complejo deportivo, un colegio, servicios básicos, comercios y paradas de autobús. Fácil acceso a la M-406.","Calle Francisco Largo Caballero, 130, Leganés",España,Madrid,Madrid,Zona Sur de Madrid,"Leganés, Zona de",Leganés,,Valdepelayo - Montepinos - Arroyo Culebro,,Valdepelayo - Montepinos - Arroyo Culebro,0,0,0,0,0,0,0,0,0,1,"40,32124","-3,7798",,,1566.2811244979919
348,153805136,False,inmobiliaria mares leganes,910925813.0,https://www.fotocasa.es/es/comprar/vivienda/san-sebastian-de-los-reyes/aire-acondicionado-calefaccion-parking-jardin-trastero-zona-comunitaria-ascensor-parking/153726233/d,2.0,2.0,100.0,249000,2019-12-28T18:50:22.7661161Z,"OPORTUNIDAD - Zona La Fortuna vivienda nueva a estrenar de 100 m, construida en el año 2019, duplex de 2 dormitorios con 2 baños completos, situado en ultima planta con ascensor, totalmente exterior muy luminosa, amplio salón independiente, cocina amueblada con tendedero y aseo, armarios empotrados, suelos en tarima, ventanas climalit, puertas lacadas en blanco, paredes en liso, AA, calefacción independiente, plaza de garaje incluida en el precio, posibilidad de venderse amueblado, muy cerca de todos los servicios, parada de autobús a pie de calle del edificio... VEN A VERLO.","Calle Aveiro, Leganés",España,Madrid,Madrid,Zona Sur de Madrid,"Leganés, Zona de",Leganés,,La Fortuna,,La Fortuna,0,0,0,0,0,0,0,0,0,0,"40,35524","-3,78003",,,2490.0
382,153880899,False,grupo tizona,911226046.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/153310413/d,4.0,2.0,280.0,455000,2019-12-28T18:52:25.965658Z,"GRUPO INMOBILIARIO TIZONA GETAFE vende este fantástico Chalet en la zona sur del Sector 3 de Getafe. Rodeo de todos los servicios, transporte, colegios, institutos, centro comercial, supermercados, ambulatorio, hospital y a escasos metros de la A-42. 
Sobre una parcela de 235 m², se construye una estupenda vivienda de 280 m² en 4 plantas de 70 m² cada una. Exterior y muy luminosa (orientación sur). 
Ventanas de pvc blanco con rotura de puente térmico, doble cristal climalit con palilleria, puertas de roble biseladas y plafonadas, suelo de granito en la planta baja y tiro de escaleras, con un pasamanos de madera maciza en roble, suelos de parquet en roble en primera planta y buhardilla. El inmueble cuenta con numerosas mejoras. En perfecto estado de conservación. ¡PARA ENTRAR A VIVIR! 
-En la planta sótano, nos encontramos una fabulosa bodega de 25 m² con chimenea totalmente acondicionada, dos despensas y un trastero 25 m². 
-En la planta baja y entrada al inmueble nos encontramos un porche y portal. Una vez dentro, cocina office amplia con mesa para cuatro comensales, aseo, garaje y un salón comedor con dos ambientes de 35 m²  con ventanales  grandes y salida a una maravillosa terrazajardín de 165 m² donde disfrutar de unas fantásticas veladas, árboles y  zona de césped, todo ideal para que peques y los que no lo son puedan disfrutar de esta parte del inmueble. 
-En la primera planta,  vemos nada más subir un recibidor con un gran ventanal, un baño completo y 4 dormitorios dobles, todos ellos con armarios empotrados, puertas en roble liso. EL dormitorio principal cuenta con unas dimensiones considerables, un baño en suite completo y salida a una estupenda terraza de 15 m² con unas impresionantes vistas. 
-Accedemos a la última planta y buhardilla, donde nos encontramos nada más subir un recibidor con un gran ventanal, completamente diáfana. En el techo una enorme claraboya. Muchísima luz. Otro encanto que tiene este precioso chalet. 
 Estamos convencidos de que est","Avenida de Europa, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,Sector 3,,Sector 3,0,0,0,0,0,0,0,0,0,0,"40,28327","-3,74772",,,1625.0
387,153306397,False,vertica inmobiliaria,912668409.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/153310413/d,3.0,1.0,95.0,170500,2019-12-28T18:52:25.9812821Z,"FUENLABRADA - EL NARANJO Excelente vivienda en cuarta planta con ascensor, de 3 dormitorios, salón de paso y baño totalmente reformado. Suelos de tarima flotante. Aire acondicionado en el salón y dormitorio principal con bomba de  calor. Calefacción gas individual. Terraza en el salón. Amplia cocina amueblada. Gran oportunidad!! No dude en visitarlo. Ref- 47",Fuenlabrada,España,Madrid,Madrid,Zona Sur de Madrid,"Fuenlabrada, Zona de",Fuenlabrada,,El Naranjo,,El Naranjo,0,0,0,0,0,0,0,0,0,0,"40,29742","-3,80916",,,1794.7368421052631
